,Unnamed: 0,area_type,location,size,society,total_sqft,bath,balcony,price
5644,5748,Built-up  Area,Gubbalala,5 BHK,MauilTr,2570,4.0,,141.0
3766,3812,Super built-up  Area,Bannerghatta Road,3 BHK,DSnjh S,1344,2.0,1.0,42.0
3440,3479,Built-up  Area,Shivaji Nagar,2 BHK,,850,2.0,2.0,55.0
12043,12510,Super built-up  Area,Whitefield,3 BHK,JahanSa,1430,3.0,2.0,52.0
7357,7531,Super built-up  Area,Baba Nagar,2 BHK,,700,2.0,1.0,29.0
6806,6960,Super built-up  Area,Raja Rajeshwari Nagar,3 BHK,Lancyey,1375,2.0,1.0,54.99
9879,10203,Super built-up  Area,Hennur,3 BHK,SLureSi,1345,2.0,1.0,69.0
2143,2155,Super built-up  Area,Ramagondanahalli,2 BHK,ViistLa,1235,2.0,1.0,46.8
5104,5189,Super built-up  Area,Haralur Road,2 BHK,NDionas,1300,2.0,2.0,75.0
5073,5157,Plot  Area,Prithvi Layout,3 BHK,,946,3.0,,140.0
1571,1578,Built-up  Area,Yelahanka,6 BHK,,3770,6.0,3.0,110.0
4079,4133,Super built-up  Area,HSR Layout,3 BHK,RotatHa,1600,2.0,2.0,115.0
1122,1124,Built-up  Area,Hosakerehalli,4 BHK,Taonte ,3205,5.0,1.0,380.0
2786,2812,Super built-up  Area,Prestige Sunrise,1 BHK,,700,1.0,1.0,41.0
2967,2996,Super built-up  Area,Whitefield,2 BHK,Prtates,1346,2.0,1.0,96.17
2504,2521,Built-up  Area,Thanisandra,6 BHK,,3500,5.0,0.0,160.0
5988,6114,Super built-up  Area,NGR Layout,2 BHK,,1019,2.0,1.0,45.9
11657,12097,Super built-up  Area,Thanisandra,3 BHK,Soitya ,1801,3.0,2.0,115.0
8867,9130,Built-up  Area,Rajaji Nagar,4 BHK,,1600,3.0,0.0,140.0
11000,11394,Super built-up  Area,Electronic City Phase II,2 BHK,Brods W,1252,2.0,1.0,67.0
7164,7331,Plot  Area,Indra Nagar,8 BHK,,1000,7.0,0.0,160.0
11540,11972,Super built-up  Area,Yelahanka,2 BHK,,1101,2.0,2.0,37.0
728,728,Plot  Area,Raja Rajeshwari Nagar,4 BHK,,1200,4.0,0.0,220.0
7587,7768,Built-up  Area,Thanisandra,3 BHK,Bhmesy ,1492,3.0,1.0,88.0
7543,7724,Built-up  Area,KG Halli,1 BHK,,375,1.0,0.0,26.0
412,412,Super built-up  Area,Kengeri,2 BHK,VBvenal,750,2.0,1.0,38.0
11338,11756,Built-up  Area,Ambalipura,3 BHK,,1650,3.0,3.0,100.0
9708,10021,Super built-up  Area,Banashankari Stage V,3 BHK,Naiewre,1540,3.0,2.0,48.51
5745,5855,Built-up  Area,Haralur Road,3 BHK,NDionas,2017,3.0,2.0,105.0
7668,7852,Plot  Area,Gubbalala,4 BHK,,5000,4.0,3.0,425.0
825,825,Super built-up  Area,Yeshwanthpur,4 BHK,Detat H,1950,4.0,0.0,130.0
3267,3306,Built-up  Area,Kanaka Nagar,3 BHK,SoersTo,1190,3.0,1.0,55.0
3974,4026,Super built-up  Area,Hosur Road,3 BHK,Saageat,1890,3.0,2.0,162.0
8808,9067,Super built-up  Area,Doctors Layout,2 BHK,,1225,2.0,1.0,47.0
8306,8525,Super built-up  Area,Mahadevpura,3 BHK,,1450,3.0,2.0,75.0
417,417,Plot  Area,Nagarbhavi,3 BHK,,1350,3.0,2.0,150.0
11261,11674,Plot  Area,3rd Block Banashankari,5 BHK,,2400,4.0,1.0,325.0
9817,10136,Super built-up  Area,Kothannur,3 BHK,,1215,2.0,3.0,48.6
6748,6899,Plot  Area,Sidedahalli,4 BHK,,882,3.0,0.0,72.0
8967,9234,Super built-up  Area,Bellandur,2 BHK,Sririth,950,2.0,2.0,35.0
11088,11488,Super built-up  Area,Lakshminarayana Pura,2 BHK,RothaVa,1200,2.0,2.0,80.0
12340,12831,Super built-up  Area,Abbigere,2 BHK,SLtias ,1000,2.0,1.0,41.0
2082,2092,Super built-up  Area,Ananth Nagar,2 BHK,Marnara,1109,2.0,1.0,60.0
8945,9211,Super built-up  Area,Judicial Layout,7 BHK,,1200,7.0,2.0,199.0
10738,11115,Super built-up  Area,Harlur,2 BHK,Prncyrn,1197,2.0,1.0,77.0
12161,12636,Super built-up  Area,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1206,2.0,1.0,40.7
3373,3412,Carpet  Area,Gokula Extension,3 BHK,,1372,2.0,1.0,90.0
5726,5834,Super built-up  Area,Indira Nagar,3 BHK,,2601,4.0,,312.0
4107,4161,Super built-up  Area,Kanakpura Road,2 BHK,PrarePa,700,2.0,1.0,40.0
10636,11005,Super built-up  Area,8th Phase JP Nagar,2 BHK,,1245,2.0,1.0,59.0
4380,4440,Built-up  Area,BTM Layout,6 BHK,,3300,6.0,3.0,165.0
7723,7908,Super built-up  Area,Sanne Amanikere,1 BHK,Hoxiaa ,655,1.0,2.0,27.0
1066,1067,Super built-up  Area,Kanakapura,2 BHK,,929,2.0,1.0,46.0
3913,3965,Built-up  Area,6th Phase JP Nagar,2 BHK,SNpalaj,1140,2.0,2.0,65.0
5536,5637,Super built-up  Area,Babusapalaya,3 BHK,,1230,3.0,3.0,53.0
8002,8201,Plot  Area,ISRO Layout,6 BHK,,1200,6.0,,230.0
5387,5481,Plot  Area,2nd Stage Nagarbhavi,3 BHK,,600,4.0,2.0,100.0
5732,5841,Plot  Area,Byrathi Village,4 BHK,,906,3.0,2.0,55.0
11690,12133,Built-up  Area,Yeshwanthpur,6 BHK,,2500,5.0,2.0,185.0
2738,2762,Built-up  Area,HAL 2nd Stage,2 BHK,,1226,3.0,1.0,135.0
5052,5136,Plot  Area,Yeshwanthpur,4 BHK,,1200,4.0,1.0,110.0
4000,4053,Super built-up  Area,Virat Nagar,2 BHK,,1196,2.0,2.0,56.81
9760,10075,Plot  Area,"Yelahanka,MVIT college",1 BHK,,10030,1.0,1.0,150.0
2427,2444,Built-up  Area,Raja Rajeshwari Nagar,3 BHK,GRvanun,1570,3.0,2.0,88.0
11938,12399,Built-up  Area,Electronic City,3 BHK,,1500,3.0,1.0,73.0
6833,6989,Super built-up  Area,Electronic City,3 BHK,Goty  E,1631,3.0,2.0,80.0
10123,10457,Super built-up  Area,Adugodi,2 BHK,Vencyha,1201,2.0,1.0,65.0
1687,1695,Built-up  Area,Mahaganapathy Nagar,2 BHK,Vaodak ,1410,2.0,3.0,67.0
851,851,Super built-up  Area,Mallasandra,3 BHK,Puestig,1665,3.0,2.0,86.58
11738,12188,Super built-up  Area,Thanisandra,2 BHK,Juaxyan,1110,2.0,2.0,46.5
6303,6440,Super built-up  Area,Dodsworth Layout,3 BHK,Prard B,1594,3.0,2.0,99.0
9087,9364,Super built-up  Area,Sarjapur  Road,1 BHK,Daivon ,534,1.0,1.0,19.65
5878,5993,Super built-up  Area,Jakkur,3 BHK,Soral C,1622,2.0,0.0,80.0
8527,8763,Super built-up  Area,Nagappa Reddy Layout,2 BHK,,1200,2.0,2.0,39.0
2839,2866,Plot  Area,Gottigere,1 BHK,,812,1.0,0.0,26.0
11279,11694,Super built-up  Area,Nanjappa Garden,2 BHK,TNnumla,1275,2.0,3.0,55.0
4611,4677,Built-up  Area,9th Phase JP Nagar,2 BHK,NaensGa,835,2.0,0.0,37.0
9540,9844,Built-up  Area,"Judicial Layout, Kanakapura Road, ",3 BHK,,1100,3.0,2.0,53.0
9207,9494,Super built-up  Area,Whitefield,2 BHK,Pae 1ov,1190,2.0,1.0,64.0
11008,11402,Super built-up  Area,Kaggadasapura,4 BHK,Golmsoy,3000,4.0,,130.0
9823,10142,Super built-up  Area,Yeshwanthpur,3 BHK,GoandAc,1500,3.0,1.0,100.0
2489,2506,Built-up  Area,Hosakerehalli,4 BHK,,1500,3.0,2.0,70.0
11922,12383,Super built-up  Area,Whitefield,2 BHK,,1295,2.0,1.0,64.5
6905,7063,Super built-up  Area,Nagadevanahalli,3 BHK,,1240,2.0,2.0,65.0
7390,7565,Super built-up  Area,Ramamurthy Nagar,2 BHK,Vaharvi,1200,2.0,1.0,57.9
11443,11868,Super built-up  Area,Kothanur,2 BHK,,1185,2.0,2.0,59.0
2849,2876,Plot  Area,Shanthi Layout,3 BHK,,1272,4.0,0.0,75.0
6665,6814,Super built-up  Area,Bhoganhalli,3 BHK,Pride S,1760,3.0,2.0,128.0
5881,5997,Super built-up  Area,Malleshpalya,3 BHK,KencyRe,1430,2.0,1.0,69.5
10262,10603,Built-up  Area,Kalyan nagar,2 BHK,Satle C,1100,2.0,1.0,70.0
4452,4514,Super built-up  Area,Marathahalli,2 BHK,Prionad,1360,2.0,1.0,103.0
9949,10277,Built-up  Area,Electronic City,3 BHK,,1400,2.0,1.0,40.45
7421,7599,Built-up  Area,Anjanapura,2 BHK,ACopsva,950,2.0,0.0,32.0
9827,10146,Super built-up  Area,Rajaji Nagar,3 BHK,Pumesim,1621,3.0,1.0,124.0
6484,6628,Plot  Area,Banaswadi,6 BHK,,1000,4.0,2.0,150.0
2479,2496,Super built-up  Area,banashankari stage iii sa,3 BHK,,1411,3.0,2.0,91.72
6617,6766,Super built-up  Area,Horamavu Agara,2 BHK,Maows M,1107.83,2.0,1.0,41.51
10457,10813,Super built-up  Area,Kasavanhalli,3 BHK,,1819,3.0,1.0,150.0
11151,11556,Super built-up  Area,Kothanur,3 BHK,,1385,3.0,3.0,67.0
11251,11663,Built-up  Area,7th Phase JP Nagar,3 BHK,LencyRe,1075,2.0,1.0,57.0
2141,2153,Super built-up  Area,Kamakshipalya,4 BHK,,800,4.0,1.0,80.0
11310,11725,Super built-up  Area,Anjappa Layout,2 BHK,,1070,2.0,1.0,50.0
5188,5275,Super built-up  Area,Uttarahalli,3 BHK,Aklia R,1345,2.0,1.0,47.0
12415,12915,Super built-up  Area,Kasavanhalli,2 BHK,,1181,2.0,1.0,61.0
12237,12721,Plot  Area,Sunkadakatte,1 BHK,,600,1.0,0.0,24.0
11548,11981,Built-up  Area,Kumaraswami Layout,7 BHK,,3200,7.0,0.0,150.0
2744,2768,Built-up  Area,Sahakara Nagar,2 BHK,,1150,2.0,1.0,54.0
7253,7423,Super built-up  Area,6th Phase JP Nagar,3 BHK,,1350,2.0,,58.0
3506,3545,Built-up  Area,Narayanapura,3 BHK,,1485,3.0,2.0,85.0
1679,1687,Plot  Area,Hebbal Kempapura,4 BHK,,1200,4.0,2.0,215.0
4249,4304,Super built-up  Area,Channasandra,2 BHK,,1115,2.0,1.0,40.0
3147,3183,Super built-up  Area,Garudachar Palya,3 BHK,,1295,2.0,2.0,59.5
8130,8339,Super built-up  Area,Rajiv Nagar,4 BHK,PuoodSk,2340,4.0,1.0,145.0
10486,10845,Super built-up  Area,Raja Rajeshwari Nagar,3 BHK,Keave E,1260,2.0,1.0,62.0
7004,7163,Built-up  Area,Harsha Layout,1 BHK,,650,1.0,0.0,16.0
580,580,Built-up  Area,Gottigere,2 BHK,,967,2.0,3.0,45.0
9662,9973,Plot  Area,Hennur Bande,6 BHK,,1200,6.0,3.0,180.0
4070,4123,Super built-up  Area,Thanisandra,3 BHK,MenueNo,1430,2.0,2.0,51.6
3343,3382,Super built-up  Area,Hegde Nagar,3 BHK,SoitaCa,1801,3.0,2.0,140.0
7404,7582,Super built-up  Area,Old Madras Road,3 BHK,Saesttt,1425,2.0,2.0,74.31
3672,3714,Super built-up  Area,Binny Pete,4 BHK,She 2rk,2940,6.0,2.0,280.0
559,559,Plot  Area,Marathahalli,4 BHK,,1780,4.0,3.0,175.0
5237,5324,Built-up  Area,Anjanapura,3 BHK,ACopsva,1280,2.0,2.0,45.0
7805,7994,Super built-up  Area,Jakkur,2 BHK,,850,1.0,1.0,19.9
11041,11437,Super built-up  Area,Whitefield,2 BHK,Pae 1ov,1190,2.0,1.0,70.0
512,512,Super built-up  Area,Vittasandra,2 BHK,Prlla C,1246,2.0,1.0,67.0
1081,1082,Super built-up  Area,Ananth Nagar,1 BHK,,500,1.0,1.0,14.0
1664,1672,Plot  Area,Kumbena Agrahara,6 BHK,,1200,4.0,1.0,135.0
9204,9490,Super built-up  Area,Defence Colony,4 BHK,,2800,4.0,3.0,365.0
1931,1940,Super built-up  Area,Kenchanehalli R R Nagar,3 BHK,,1410,2.0,2.0,45.12
12369,12865,Super built-up  Area,Chikkadunnasandra,2 BHK,Kr 10Ca,1200,2.0,2.0,45.0
1150,1153,Plot  Area,Bileshivale,4 BHK,FeowsMe,6000,5.0,3.0,400.0
2838,2865,Built-up  Area,Electronics City Phase 1,2 BHK,GaicaVe,1015,2.0,1.0,56.0
5949,6072,Built-up  Area,R.T. Nagar,3 BHK,SiineSu,1560,3.0,3.0,125.0
8308,8527,Carpet  Area,Attibele,1 BHK,Jae 1hu,460,1.0,1.0,13.0
8932,9197,Super built-up  Area,Hosa Road,2 BHK,SSaleRo,1016,2.0,1.0,45.0
12521,13024,Super built-up  Area,Dodda Nekkundi,2 BHK,Niers S,1264,2.0,,52.0
5177,5264,Super built-up  Area,Kodichikkanahalli,3 BHK,DiamiSa,1560,2.0,2.0,65.0
11867,12325,Super built-up  Area,LIC Colony,2 BHK,,1200,2.0,1.0,115.0
830,830,Built-up  Area,Whitefield,2 BHK,,1447,2.0,1.0,83.0
8311,8531,Super built-up  Area,Varthur Road,2 BHK,,1033,2.0,2.0,32.0
4752,4822,Plot  Area,Upkar Layout,7 BHK,,1200,7.0,3.0,169.0
12484,12986,Built-up  Area,Dodda Nekkundi,2 BHK,MavarSa,1005,2.0,2.0,45.0
12435,12936,Plot  Area,Whitefield,4 BHK,Enodsed,1344,3.0,1.0,130.0
635,635,Super built-up  Area,Kambipura,2 BHK,Prrtht ,883,2.0,1.0,29.0
4465,4527,Super built-up  Area,Hagadur,2 BHK,,1086,2.0,1.0,47.5
6799,6953,Super built-up  Area,Hosa Road,3 BHK,Sosisic,142.61Sq. Meter,3.0,1.0,109.0
7987,8186,Plot  Area,Kamakshipalya,2 BHK,,1044,2.0,2.0,85.0
7079,7240,Super built-up  Area,4th Block Jayanagar,3 BHK,,1567.2,2.0,0.0,190.0
6966,7125,Super built-up  Area,Janatha Colony,3 BHK,SGllaav,1439,3.0,1.0,57.23
4142,4196,Super built-up  Area,Banashankari,2 BHK,,1020,2.0,2.0,40.79
7027,7186,Plot  Area,BEML Layout,3 BHK,,1200,5.0,,325.0
9183,9467,Super built-up  Area,Kanakpura Road,2 BHK,Soazak ,1328,2.0,2.0,107.0
876,876,Super built-up  Area,Thigalarapalya,3 BHK,Prtanha,2072,4.0,2.0,142.0
4869,4945,Super built-up  Area,Bannerghatta,3 BHK,Mamespa,2370,4.0,2.0,195.0
5315,5404,Super built-up  Area,Thanisandra,2 BHK,MenueNo,1220,2.0,1.0,44.6
5222,5309,Built-up  Area,Marathahalli,2 BHK,Vantsra,1200,2.0,1.0,67.0
4,4,Super built-up  Area,Kothanur,2 BHK,,1200,2.0,1.0,51.0
3051,3083,Plot  Area,Battarahalli,5 BHK,,1350,3.0,1.0,110.0
5691,5798,Super built-up  Area,Rayasandra,2 BHK,MJeusyl,1253,2.0,2.0,57.0
3124,3157,Plot  Area,Chandra Layout,4 BHK,,600,2.0,1.0,85.0
10852,11236,Super built-up  Area,Sarjapur  Road,2 BHK,DSlesSp,1034,2.0,1.0,38.0
2491,2508,Super built-up  Area,Kanakapura,3 BHK,SPavenc,1290,2.0,3.0,45.15
3854,3902,Super built-up  Area,Bannerghatta Road,2 BHK,SNity S,1275,2.0,2.0,65.0
4777,4847,Super built-up  Area,Marathahalli,3 BHK,Asintas,1710,3.0,2.0,100.0
9907,10233,Super built-up  Area,Kannamangala,4 BHK,,2422,4.0,3.0,135.0
7509,7690,Super built-up  Area,Haralur Road,2 BHK,,1027,2.0,2.0,44.0
6457,6601,Super built-up  Area,Uttarahalli,3 BHK,,1560,3.0,3.0,74.0
6293,6429,Super built-up  Area,Electronic City,2 BHK,Naireru,1296,2.0,2.0,65.0
1148,1151,Super built-up  Area,Dasarahalli,3 BHK,Syonyph,1520,2.0,1.0,75.0
11453,11880,Super built-up  Area,Kanakpura Road,3 BHK,SPthara,1320,2.0,1.0,39.6
574,574,Super built-up  Area,Marathalli bridge,3 BHK,,1544,3.0,,120.0
3769,3815,Plot  Area,R.T. Nagar,9 BHK,,1200,10.0,,180.0
11928,12389,Super built-up  Area,Kothannur,2 BHK,,820,2.0,2.0,37.0
4146,4201,Super built-up  Area,Uttarahalli,3 BHK,Baveles,1627.86,3.0,2.0,88.0
853,853,Built-up  Area,Brookefield,2 BHK,Mapleer,1142,2.0,2.0,70.0
10174,10510,Built-up  Area,Malleshwaram,4 BHK,,2800,4.0,2.0,252.0
10966,11358,Super built-up  Area,Sarjapur  Road,4 BHK,DSndsod,2500,4.0,3.0,225.0
5919,6041,Super built-up  Area,BTM Layout,3 BHK,Raide P,1776,2.0,3.0,75.0
9358,9648,Super built-up  Area,Kaggadasapura,2 BHK,,1200,2.0,2.0,40.0
6614,6763,Plot  Area,Kasthuri Nagar East Of NGEF,6 BHK,,2400,7.0,,460.0
6002,6128,Super built-up  Area,Cunningham Road,3 BHK,LeDuvMy,2880,3.0,2.0,501.0
9163,9445,Super built-up  Area,Sarjapur,2 BHK,Ahownve,1200,2.0,2.0,62.0
10893,11280,Super built-up  Area,Sarjapur  Road,3 BHK,AsastDe,1157,2.0,1.0,75.0
4495,4559,Plot  Area,Yelahanka,2 BHK,,1200,2.0,1.0,70.0
8173,8385,Super built-up  Area, Banaswadi,1 RK,Krntsee,527,1.0,0.0,35.0
6655,6804,Super built-up  Area,Thanisandra,2 BHK,TNrdet ,1450,2.0,1.0,57.0
12039,12506,Super built-up  Area,Nagawara Junction,1 BHK,,500,1.0,2.0,51.0
2368,2382,Built-up  Area,Kanakpura Road,2 BHK,,2200,2.0,0.0,62.0
12307,12796,Plot  Area,Chikkalasandra,5 BHK,,1000,4.0,2.0,300.0
4780,4851,Plot  Area,Ramamurthy Nagar,2 BHK,,1200,2.0,1.0,78.0
12323,12813,Plot  Area,Kathriguppe,2 BHK,,754,2.0,0.0,69.99
7992,8191,Super built-up  Area,Hosur Road,2 BHK,Saageat,1345,2.0,2.0,108.0
2950,2978,Super built-up  Area,Amarjyothi Colony,3 BHK,,1355,3.0,1.0,61.0
5625,5729,Super built-up  Area,Electronic City,2 BHK,,1000,2.0,1.0,29.7
6971,7130,Plot  Area,Dommasandra,2 BHK,,1500,2.0,0.0,40.0
8716,8963,Super built-up  Area,Subramanyapura,3 BHK,Mayne A,1260,2.0,1.0,73.0
10647,11016,Plot  Area,Jaraganahalli Jp Nagar Post,4 BHK,,600,4.0,3.0,65.0
1841,1850,Built-up  Area,Hormavu,2 BHK,BhncyRe,1180,2.0,2.0,50.0
5986,6112,Super built-up  Area,Bannerghatta Road,2 BHK,MNikaas,1240,2.0,1.0,65.0
537,537,Super built-up  Area,Magadi Road,3 BHK,Bilya A,1282,2.0,2.0,49.0
2806,2832,Super built-up  Area,Haralur Road,2 BHK,RInceeg,1243,2.0,2.0,46.0
5801,5914,Built-up  Area,Nagaraja Garden,3 BHK,,1430,3.0,1.0,78.65
5596,5698,Super built-up  Area,Attibele,2 BHK,Inenshe,695,1.0,1.0,25.0
7206,7374,Built-up  Area,Electronic City Phase II,3 BHK,Assha A,875,2.0,2.0,40.0
7343,7517,Built-up  Area,Kanakapura,4 BHK,,2130,4.0,0.0,120.0
7560,7741,Super built-up  Area,Bellandur,2 BHK,Trows M,1310,2.0,2.0,85.0
8096,8303,Super built-up  Area,Electronic City Phase II,2 BHK,Prvanai,1020,2.0,2.0,32.0
11367,11788,Super built-up  Area,Whitefield,2 BHK,Sparam ,1370,2.0,2.0,56.0
784,784,Super built-up  Area,HSR Layout,3 BHK,,1475,3.0,2.0,75.0
12249,12733,Super built-up  Area,Ambedkar Nagar,3 BHK,SoechHa,1850,4.0,2.0,121.0
1409,1414,Super built-up  Area,Bannerghatta Road,3 BHK,PrliaRe,1654,3.0,2.0,100.0
10729,11106,Super built-up  Area,Nehru Nagar,3 BHK,Undge T,1269,2.0,2.0,63.0
154,154,Super built-up  Area,Hulimavu,2 BHK,Prcan P,1125,2.0,2.0,50.0
7806,7995,Super built-up  Area,Domlur,3 BHK,,2180,3.0,2.0,285.0
3009,3039,Built-up  Area,Hongasandra,7 BHK,,600,7.0,3.0,89.0
1686,1694,Super built-up  Area,JP Nagar,4 BHK,Pehtsa ,4000 - 5249,4.0,0.0,314.5
11093,11494,Super built-up  Area,8th Phase JP Nagar,2 BHK,HMityld,1510,2.0,3.0,80.0
4014,4067,Super built-up  Area,Banashankari stage 2,2 BHK,,1030,2.0,1.0,77.25
7455,7634,Super built-up  Area,Bisuvanahalli,2 BHK,Prityel,945,2.0,1.0,33.0
3863,3912,Super built-up  Area,Bannerghatta Road,2 BHK,Ceise P,892,2.0,1.0,39.0
2733,2757,Super built-up  Area,Abbigere,2 BHK,,880,2.0,1.0,35.0
1895,1904,Plot  Area,Hormavu,2 BHK,,1200,2.0,0.0,67.0
5442,5538,Built-up  Area,Nelamangala,4 BHK,V2gesre,2600,3.0,1.0,95.0
569,569,Built-up  Area,Ashwini layout,2 BHK,,1160,2.0,1.0,55.0
6709,6859,Super built-up  Area,Kanakpura Road,2 BHK,PuandHi,1339,2.0,2.0,85.0
5854,5968,Plot  Area,Sector 1 HSR Layout,5 BHK,,1240,5.0,3.0,300.0
1816,1825,Plot  Area,Shivaji Nagar,7 BHK,,1400,6.0,3.0,200.0
10257,10598,Plot  Area,Banashankari Stage VI,8 BHK,,1200,7.0,1.0,175.0
8319,8539,Super built-up  Area,Nagavarapalya,2 BHK,PuonsSe,1392,2.0,1.0,130.0
3394,3433,Plot  Area,Kanakadasa Layout,4 BHK,,1200,3.0,1.0,95.0
3327,3366,Super built-up  Area,Thanisandra,3 BHK,Soitya ,1697,3.0,2.0,115.0
12767,13292,Super built-up  Area,Udayapur Village,3 BHK,Plowsri,1440,2.0,2.0,63.93
6102,6231,Plot  Area,Hullahalli,5 BHK,,1200,5.0,2.0,99.0
2975,3004,Super built-up  Area,Whitefield,3 BHK,BrlisCo,3850,5.0,,316.0
980,981,Super built-up  Area,Jakkur,3 BHK,,1396,2.0,1.0,86.51
10492,10851,Super built-up  Area,Hennur Road,2 BHK,DSeldpr,1200,2.0,1.0,36.0
190,190,Built-up  Area,Kanakpura Road,4 BHK,,2250,4.0,1.0,110.0
9331,9621,Plot  Area,Sarjapura - Attibele Road,5 BHK,,3750,6.0,2.0,295.0
5088,5173,Super built-up  Area,Whitefield,2 BHK,,1125,2.0,2.0,40.0
699,699,Plot  Area,Tindlu,3 BHK,Hentye ,1500,2.0,1.0,87.0
12485,12987,Plot  Area,Dodsworth Layout,6 BHK,,30400,4.0,2.0,1824.0
606,606,Built-up  Area,Gottigere,2 BHK,Drente ,891,2.0,1.0,25.0
301,301,Super built-up  Area,Singasandra,2 BHK,Priewhi,1010,2.0,1.0,29.5
3420,3459,Plot  Area,Banagiri Nagar,3 BHK,,1350,3.0,1.0,380.0
12541,13047,Built-up  Area,Devi Nagar,3 BHK,,1410,3.0,3.0,68.0
1060,1061,Super built-up  Area,Sarjapur  Road,3 BHK,Arldsyo,1403,3.0,1.0,55.0
10757,11135,Super built-up  Area,Sector 2 HSR Layout,3 BHK,Putus L,1600,3.0,2.0,90.0
3444,3483,Plot  Area,"white field,kadugodi",6 BHK,,2100,6.0,,275.0
1069,1070,Super built-up  Area,Vasanthapura,2 BHK,,1135,2.0,1.0,39.73
10716,11092,Super built-up  Area,Bannerghatta Road,3 BHK,DSnjh S,1656,2.0,1.0,62.93
2205,2217,Super built-up  Area,Sarjapur  Road,2 BHK,Adeatlm,1215,2.0,2.0,110.0
9435,9736,Super built-up  Area,Pragathi Nagar,1 BHK,Asarkia,799 - 803,1.0,0.0,33.645
7339,7513,Built-up  Area,Begur,3 BHK,Duity C,3500,4.0,2.0,185.0
8208,8421,Built-up  Area,Haralur Road,2 BHK,Zostaa ,1056,2.0,1.0,65.0
7679,7864,Built-up  Area,Electronic City Phase II,3 BHK,Sravehi,1150,3.0,3.0,46.0
11312,11728,Built-up  Area,Rachenahalli,3 BHK,NRniad ,2600,3.0,2.0,160.0
4642,4709,Super built-up  Area,Thanisandra,3 BHK,Bhmesy ,1948,3.0,2.0,130.0
7683,7868,Super built-up  Area,Kallumantapa,2 BHK,SMncyy ,1050,2.0,2.0,50.0
9007,9276,Super built-up  Area,JP Nagar,3 BHK,DSillto,1450,2.0,2.0,55.0
7996,8195,Built-up  Area,Bellandur,4 BHK,Vaodssh,3600,4.0,,245.0
11259,11672,Super built-up  Area,Chennammana Kere,3 BHK,,1480,3.0,1.0,75.48
5600,5703,Super built-up  Area,Begur Road,4 BHK,Pruthg ,2400,4.0,2.0,152.0
9151,9432,Super built-up  Area,Chandapura,3 BHK,SuVue S,1110,2.0,2.0,29.97
7022,7181,Super built-up  Area,JP Nagar,3 BHK,,1275,2.0,2.0,43.6
4893,4971,Super built-up  Area,Bisuvanahalli,3 BHK,Prityel,1075,2.0,1.0,43.0
225,225,Super built-up  Area,Muthurayya Swamy Layout,3 BHK,MacleK ,2405,4.0,2.0,260.0
3354,3393,Super built-up  Area,Sarjapur,2 BHK,Sondaka,1000,2.0,2.0,30.0
5895,6012,Plot  Area,Kengeri,3 BHK,,600,3.0,1.0,90.0
10677,11050,Built-up  Area,Sarjapur  Road,4 BHK,Saitya ,3420,4.0,2.0,225.0
8754,9003,Super built-up  Area,Whitefield,3 BHK,Prtates,1346,2.0,1.0,100.0
3436,3475,Super built-up  Area,Somasundara Palya,2 BHK,Abeesmi,1174,2.0,3.0,74.0
1693,1701,Built-up  Area,Kattigenahalli,7 BHK,,2800,7.0,2.0,125.0
6893,7051,Super built-up  Area,2nd Phase Judicial Layout,3 BHK,,1350,2.0,2.0,47.25
1045,1046,Super built-up  Area,Whitefield,3 BHK,SRidePr,1560,2.0,2.0,72.0
3446,3485,Super built-up  Area,Devanahalli,2 BHK,Brrds O,1080,2.0,1.0,44.0
8050,8254,Built-up  Area,Electronic City,3 BHK,,2400,2.0,,78.0
9146,9426,Plot  Area,Kadugodi,4 BHK,,2760,4.0,2.0,290.0
12766,13291,Plot  Area,Weavers Colony,1 BHK,,812,1.0,0.0,26.0
10927,11315,Super built-up  Area,Sarjapur  Road,2 BHK,Maantr ,1323,2.0,2.0,74.0
11296,11711,Super built-up  Area,HRBR Layout,2 BHK,,1145,2.0,2.0,68.5
4735,4804,Super built-up  Area,Kanakpura Road,2 BHK,PrarePa,700,2.0,1.0,34.98
4496,4560,Built-up  Area,Doddakammanahalli,3 BHK,SrarkSk,1550,2.0,1.0,60.0
1218,1221,Super built-up  Area,Kasavanhalli,2 BHK,Salisal,1349,2.0,2.0,78.0
6015,6141,Super built-up  Area,Hennur Road,2 BHK,Puachal,1232,2.0,2.0,89.0
9719,10033,Super built-up  Area,Whitefield,2 BHK,,1190,2.0,3.0,59.0
3987,4039,Plot  Area,Doddaballapur,3 BHK,Vahid O,2776,4.0,2.0,195.0
4911,4989,Super built-up  Area,Electronic City,2 BHK,PaanaCh,1125,2.0,1.0,58.0
9492,9794,Built-up  Area,Malleshwaram,2 BHK,Beesta ,900,2.0,1.0,72.0
4493,4557,Super built-up  Area,Nagavarapalya,1 BHK,PuonsSe,705,1.0,1.0,52.5
6944,7103,Super built-up  Area,Harlur,3 BHK,,1752.12,3.0,2.0,133.0
5699,5806,Built-up  Area,Electronic City Phase II,2 BHK,Sryalan,1125,2.0,1.0,29.25
8352,8574,Super built-up  Area,Geddalahalli,2 BHK,,850,2.0,1.0,32.5
12259,12743,Built-up  Area,Nagarbhavi,4 BHK,,1800,3.0,0.0,180.0
956,956,Plot  Area,Marathahalli,4 BHK,,700,4.0,,72.0
