,area_type,size,total_sqft,bath,balcony,price
11842,Super built-up  Area,2 BHK,1153.0,2.0,2.0,56.0
11843,Built-up  Area,2 BHK,1270.0,2.0,2.0,45.0
11844,Super built-up  Area,2 BHK,1070.0,2.0,2.0,38.0
11845,Built-up  Area,3 BHK,1427.0,2.0,,85.0
11846,Super built-up  Area,3 BHK,1420.0,2.0,2.0,95.0
11847,Plot  Area,4 BHK,1600.0,5.0,0.0,130.0
11848,Super built-up  Area,2 BHK,2031.0,2.0,2.0,200.0
11849,Super built-up  Area,2 BHK,1454.0,2.0,1.0,90.0
11850,Super built-up  Area,2 BHK,1116.0,2.0,3.0,48.76
11851,Plot  Area,4 BHK,2000.0,3.0,1.0,180.0
11852,Super built-up  Area,2 BHK,1346.0,2.0,1.0,74.03
11853,Super built-up  Area,2 BHK,1062.0,2.0,1.0,50.0
11854,Super built-up  Area,1 BHK,700.0,1.0,1.0,25.5
11855,Super built-up  Area,2 BHK,1405.0,2.0,1.0,99.0
11856,Built-up  Area,2 BHK,1100.0,2.0,2.0,50.0
11857,Plot  Area,3 BHK,2153.0,4.0,3.0,120.0
11858,Plot  Area,3 BHK,1200.0,3.0,2.0,120.0
11859,Super built-up  Area,3 BHK,2135.0,3.0,2.0,170.0
11860,Built-up  Area,2 BHK,1068.0,2.0,3.0,48.0
11861,Super built-up  Area,2 BHK,940.0,2.0,1.0,32.9
11862,Super built-up  Area,2 BHK,1063.0,2.0,1.0,32.79
11863,Super built-up  Area,2 BHK,1382.0,2.0,2.0,84.5
11864,Super built-up  Area,2 BHK,936.0,2.0,1.0,45.0
11865,Super built-up  Area,3 BHK,1400.0,2.0,3.0,60.0
11866,Super built-up  Area,1 BHK,475.0,1.0,1.0,26.0
11867,Super built-up  Area,2 BHK,1200.0,2.0,1.0,115.0
11868,Super built-up  Area,3 BHK,1450.0,3.0,3.0,65.0
11869,Super built-up  Area,2 BHK,1162.0,2.0,1.0,52.0
11870,Super built-up  Area,2 BHK,1161.0,2.0,1.0,48.75
11871,Super built-up  Area,3 BHK,1623.29,2.0,2.0,105.0
11872,Super built-up  Area,2 BHK,1260.0,2.0,1.0,70.0
11873,Plot  Area,4 BHK,1672.0,3.0,2.0,190.0
11874,Plot  Area,3 BHK,3000.0,4.0,2.0,240.0
11875,Super built-up  Area,3 BHK,1500.0,2.0,0.0,70.0
11876,Super built-up  Area,1 BHK,705.0,1.0,0.0,34.545
11877,Plot  Area,5 BHK,1650.0,6.0,,200.0
11878,Super built-up  Area,3 BHK,2000.0,3.0,3.0,200.0
11879,Plot  Area,1 BHK,1675.0,1.0,0.0,241.0
11880,Plot  Area,3 BHK,1200.0,3.0,2.0,150.0
11881,Super built-up  Area,2 BHK,1100.0,2.0,2.0,46.2
11882,Super built-up  Area,3 BHK,1400.0,2.0,3.0,56.0
11883,Super built-up  Area,3 BHK,2257.0,3.0,2.0,155.0
11884,Super built-up  Area,2 BHK,1153.0,2.0,2.0,56.5
11885,Super built-up  Area,2 BHK,1197.0,2.0,1.0,56.86
11886,Super built-up  Area,2 BHK,1150.0,2.0,2.0,90.0
11887,Super built-up  Area,1 BHK,595.0,1.0,1.0,40.0
11888,Super built-up  Area,3 BHK,1837.0,3.0,1.0,110.0
11889,Plot  Area,4 BHK,3750.0,4.0,,190.0
11890,Super built-up  Area,3 BHK,1830.0,3.0,3.0,91.86
11891,Super built-up  Area,3 BHK,1715.0,3.0,3.0,115.0
11892,Super built-up  Area,2 BHK,970.0,2.0,1.0,35.0
11893,Plot  Area,4 BHK,1200.0,3.0,2.0,148.0
11894,Built-up  Area,4 BHK,2700.0,5.0,1.0,95.75
11895,Plot  Area,3 BHK,5480.0,4.0,2.0,400.0
11896,Built-up  Area,4 BHK,2400.0,5.0,1.0,135.0
11897,Super built-up  Area,4 BHK,3040.0,4.0,2.0,135.0
11898,Super built-up  Area,2 BHK,1168.0,2.0,1.0,66.0
11899,Built-up  Area,3 BHK,1500.0,3.0,2.0,75.0
11900,Plot  Area,2 BHK,600.0,2.0,1.0,72.0
11901,Plot  Area,8 BHK,1200.0,7.0,3.0,250.0
11902,Super built-up  Area,2 BHK,850.0,2.0,1.0,25.4
11903,Super built-up  Area,2 BHK,935.0,2.0,2.0,39.0
11904,Plot  Area,5 BHK,1200.0,5.0,1.0,235.0
11905,Super built-up  Area,1 BHK,654.0,1.0,1.0,49.0
11906,Built-up  Area,3 BHK,1650.0,3.0,1.0,180.0
11907,Plot  Area,3 BHK,5656.0,5.0,0.0,499.0
11908,Super built-up  Area,2 BHK,1300.0,2.0,1.0,33.0
11909,Super built-up  Area,2 BHK,950.0,2.0,1.0,60.0
11910,Super built-up  Area,3 BHK,1250.0,3.0,2.0,54.0
11911,Super built-up  Area,3 BHK,1425.0,2.0,2.0,65.0
11912,Built-up  Area,2 BHK,1165.0,1.0,0.0,42.09
11913,Super built-up  Area,3 BHK,1390.0,2.0,2.0,69.49
11914,Built-up  Area,3 BHK,1510.0,3.0,2.0,78.0
11915,Super built-up  Area,2 BHK,1305.0,2.0,2.0,90.0
11916,Plot  Area,6 BHK,1200.0,6.0,2.0,170.0
11917,Built-up  Area,2 BHK,866.0,2.0,2.0,32.0
11918,Super built-up  Area,2 BHK,1231.0,2.0,1.0,84.5
11919,Super built-up  Area,3 BHK,1360.0,2.0,3.0,45.0
11920,Super built-up  Area,3 BHK,2500.0,3.0,3.0,138.0
11921,Super built-up  Area,2 BHK,1140.0,2.0,3.0,55.0
11922,Super built-up  Area,2 BHK,1295.0,2.0,1.0,64.5
11923,Super built-up  Area,2 BHK,1020.0,2.0,2.0,45.75
11924,Super built-up  Area,4 BHK,3504.0,4.0,,262.0
11925,Plot  Area,2 BHK,1200.0,1.0,0.0,50.0
11926,Super built-up  Area,2 BHK,1100.0,2.0,1.0,41.0
11927,Plot  Area,4 BHK,4723.0,4.0,3.0,500.0
11928,Super built-up  Area,2 BHK,820.0,2.0,2.0,37.0
11929,Plot  Area,4 BHK,3508.0,4.0,1.0,386.0
11930,Plot  Area,4 BHK,3700.0,4.0,2.0,400.0
11931,Super built-up  Area,2 BHK,1354.0,2.0,2.0,70.0
11932,Super built-up  Area,4 BHK,2453.0,3.0,2.0,250.0
11933,Super built-up  Area,2 BHK,1154.0,2.0,1.0,51.8
11934,Super built-up  Area,3 BHK,1680.0,2.0,3.0,92.0
11935,Super built-up  Area,2 BHK,1205.0,2.0,2.0,60.0
11936,Built-up  Area,3 BHK,1400.0,2.0,2.0,86.0
11937,Carpet  Area,3 BHK,1625.0,3.0,1.0,150.0
11938,Built-up  Area,3 BHK,1500.0,3.0,1.0,73.0
11939,Super built-up  Area,3 BHK,1520.0,2.0,3.0,80.0
11940,Built-up  Area,2 BHK,1300.0,3.0,1.0,65.0
11941,Super built-up  Area,2 BHK,1150.0,2.0,2.0,47.0
11942,Super built-up  Area,3 BHK,1762.0,3.0,3.0,109.0
11943,Super built-up  Area,2 BHK,1153.0,2.0,2.0,58.0
11944,Super built-up  Area,4 BHK,2650.0,4.0,1.0,223.0
11945,Super built-up  Area,3 BHK,1350.0,2.0,2.0,47.0
11946,Super built-up  Area,2 BHK,950.0,2.0,2.0,56.0
11947,Super built-up  Area,3 BHK,3295.0,3.0,3.0,310.0
11948,Super built-up  Area,3 BHK,1515.0,3.0,3.0,80.5
11949,Super built-up  Area,2 BHK,1100.0,2.0,2.0,30.0
11950,Super built-up  Area,2 BHK,1250.0,2.0,2.0,65.0
11951,Built-up  Area,2 BHK,1200.0,2.0,0.0,120.0
11952,Super built-up  Area,7 BHK,2500.0,8.0,3.0,95.0
11953,Plot  Area,4 BHK,1200.0,4.0,2.0,100.0
11954,Super built-up  Area,3 BHK,1355.0,2.0,2.0,51.5
11955,Super built-up  Area,3 BHK,1115.0,3.0,1.0,39.14
11956,Super built-up  Area,3 BHK,1275.0,3.0,2.0,45.0
11957,Super built-up  Area,3 BHK,2051.0,3.0,2.0,170.0
11958,Super built-up  Area,3 BHK,1470.0,2.0,2.0,99.0
11959,Super built-up  Area,3 BHK,1550.0,2.0,3.0,70.0
11960,Built-up  Area,3 BHK,1270.0,2.0,1.0,73.0
11961,Super built-up  Area,3 BHK,1600.0,3.0,3.0,170.0
11962,Super built-up  Area,3 BHK,1320.0,2.0,2.0,50.0
11963,Super built-up  Area,3 BHK,2505.0,3.0,,165.0
11964,Super built-up  Area,2 BHK,1200.0,2.0,3.0,70.0
11965,Super built-up  Area,3 BHK,1705.0,2.0,1.0,86.96
11966,Super built-up  Area,2 BHK,995.0,2.0,1.0,48.0
11967,Built-up  Area,2 BHK,1081.0,2.0,1.0,52.0
11968,Super built-up  Area,1 BHK,605.0,1.0,1.0,30.24
11969,Built-up  Area,1 BHK,567.0,1.0,1.0,25.0
11970,Super built-up  Area,2 BHK,1718.0,3.0,2.0,275.0
11971,Super built-up  Area,3 BHK,1410.5,2.0,0.0,70.385
11972,Plot  Area,3 BHK,600.0,5.0,1.0,135.0
11973,Super built-up  Area,3 BHK,1715.0,3.0,2.0,105.0
11974,Plot  Area,4 BHK,3206.0,5.0,,270.0
11975,Plot  Area,4 BHK,1500.0,4.0,,235.0
11976,Super built-up  Area,3 BHK,1846.0,3.0,2.0,120.0
11977,Plot  Area,3 BHK,600.0,3.0,1.0,90.0
11978,Super built-up  Area,2 BHK,1015.0,2.0,3.0,56.0
11979,Plot  Area,4 BHK,4350.0,8.0,,2600.0
11980,Super built-up  Area,2 BHK,1100.0,2.0,1.0,36.0
11981,Super built-up  Area,3 BHK,1965.0,4.0,2.0,125.0
11982,Super built-up  Area,2 BHK,1021.0,2.0,2.0,45.9
11983,Super built-up  Area,2 BHK,1230.0,2.0,1.0,67.65
11984,Super built-up  Area,2 BHK,1260.0,2.0,2.0,55.0
11985,Plot  Area,4 BHK,2400.0,4.0,1.0,700.0
11986,Super built-up  Area,3 BHK,1894.0,4.0,1.0,114.0
11987,Plot  Area,6 BHK,1500.0,4.0,2.0,233.0
11988,Super built-up  Area,2 BHK,1231.0,2.0,3.0,66.0
11989,Built-up  Area,4 BHK,1800.0,3.0,0.0,120.0
11990,Super built-up  Area,3 BHK,1650.0,3.0,2.0,135.0
11991,Plot  Area,5 BHK,750.0,3.0,1.0,88.0
11992,Super built-up  Area,3 BHK,1443.0,2.0,2.0,70.0
11993,Plot  Area,4 BHK,886.0,4.0,2.0,120.0
11994,Super built-up  Area,2 BHK,925.0,2.0,1.0,68.0
11995,Super built-up  Area,3 BHK,1305.0,3.0,1.0,33.28
11996,Super built-up  Area,2 BHK,1190.0,2.0,2.0,46.41
11997,Super built-up  Area,2 BHK,1284.0,2.0,2.0,53.36
11998,Plot  Area,4 BHK,350.0,3.0,1.0,45.0
11999,Plot  Area,3 BHK,875.0,3.0,1.0,115.0
12000,Built-up  Area,2 BHK,1325.0,2.0,1.0,59.0
12001,Plot  Area,6 BHK,2400.0,5.0,2.0,750.0
12002,Super built-up  Area,2 BHK,1183.0,2.0,1.0,79.54
12003,Built-up  Area,3 BHK,1750.0,3.0,2.0,100.0
12004,Super built-up  Area,4 BHK,16335.0,4.0,2.0,149.0
12005,Super built-up  Area,1 BHK,747.0,1.0,2.0,27.0
12006,Super built-up  Area,2 BHK,1342.0,2.0,1.0,90.0
12007,Super built-up  Area,2 BHK,1113.0,2.0,1.0,52.0
12008,Super built-up  Area,3 BHK,1738.0,3.0,2.0,110.0
12009,Super built-up  Area,2 BHK,1206.0,2.0,,90.0
12010,Super built-up  Area,4 BHK,2790.0,4.0,3.0,198.0
12011,Super built-up  Area,2 BHK,1162.0,2.0,1.0,59.0
12012,Super built-up  Area,2 BHK,1194.0,2.0,2.0,46.0
12013,Built-up  Area,3 BHK,1857.0,4.0,3.0,155.0
12014,Built-up  Area,6 BHK,3500.0,6.0,,115.0
12015,Super built-up  Area,2 BHK,1763.0,3.0,2.0,240.0
12016,Super built-up  Area,2 BHK,1150.0,2.0,1.0,45.99
12017,Plot  Area,4 BHK,2400.0,5.0,3.0,550.0
12018,Super built-up  Area,2 BHK,1290.0,2.0,2.0,72.0
12019,Built-up  Area,4 BHK,3408.0,5.0,,145.0
12020,Built-up  Area,2 BHK,900.0,2.0,1.0,145.0
12021,Built-up  Area,2 BHK,1150.0,2.0,0.0,70.0
12022,Plot  Area,3 BHK,1040.0,2.0,1.0,109.0
12023,Super built-up  Area,2 BHK,1160.0,2.0,2.0,64.08
12024,Super built-up  Area,2 BHK,900.0,2.0,2.0,27.0
12025,Plot  Area,4 BHK,1750.0,3.0,1.0,185.0
12026,Super built-up  Area,4 BHK,2240.0,4.0,2.0,160.0
12027,Super built-up  Area,2 BHK,891.0,2.0,1.0,26.0
12028,Plot  Area,5 BHK,1000.0,4.0,3.0,80.0
12029,Super built-up  Area,3 BHK,1852.0,3.0,2.0,125.0
12030,Super built-up  Area,3 BHK,1323.0,2.0,1.0,42.0
12031,Super built-up  Area,2 BHK,1404.0,2.0,1.0,67.5
12032,Built-up  Area,2 BHK,1370.0,2.0,2.0,60.0
12033,Super built-up  Area,3 BHK,1385.0,2.0,2.0,48.48
12034,Super built-up  Area,2 BHK,1129.0,2.0,1.0,50.0
12035,Super built-up  Area,3 BHK,1876.0,3.0,1.0,150.0
12036,Super built-up  Area,3 BHK,1720.0,3.0,1.0,95.0
12037,Plot  Area,4 BHK,1200.0,4.0,1.0,80.0
12038,Super built-up  Area,2 BHK,1175.0,2.0,2.0,86.68
12039,Super built-up  Area,1 BHK,500.0,1.0,2.0,51.0
12040,Plot  Area,5 BHK,1200.0,5.0,2.0,85.0
12041,Built-up  Area,1 BHK,1200.0,1.0,0.0,295.0
12042,Super built-up  Area,3 BHK,1893.0,3.0,2.0,130.0
12043,Super built-up  Area,3 BHK,1430.0,3.0,2.0,52.0
12044,Built-up  Area,2 BHK,850.0,2.0,2.0,45.0
12045,Super built-up  Area,2 BHK,1392.0,2.0,1.0,110.0
12046,Super built-up  Area,3 BHK,1938.0,3.0,3.0,105.0
12047,Super built-up  Area,2 BHK,1020.0,2.0,2.0,52.0
12048,Plot  Area,3 BHK,2400.0,2.0,1.0,360.0
12049,Super built-up  Area,3 BHK,1832.0,3.0,2.0,160.0
12050,Super built-up  Area,3 BHK,1423.0,2.0,2.0,85.0
12051,Super built-up  Area,2 BHK,1432.0,2.0,1.0,85.0
12052,Plot  Area,4 BHK,1350.0,4.0,3.0,235.0
12053,Plot  Area,8 BHK,1500.0,6.0,0.0,270.0
12054,Super built-up  Area,3 BHK,1480.0,3.0,2.0,65.0
12055,Super built-up  Area,3 BHK,1843.0,3.0,2.0,96.2
12056,Plot  Area,3 BHK,760.0,4.0,2.0,95.0
12057,Super built-up  Area,3 BHK,1916.0,2.0,1.0,150.0
12058,Super built-up  Area,2 BHK,1160.0,2.0,2.0,44.08
12059,Super built-up  Area,2 BHK,2640.0,2.0,1.0,170.0
12060,Super built-up  Area,2 BHK,1160.0,2.0,3.0,53.0
12061,Built-up  Area,2 BHK,1200.0,2.0,1.0,80.0
12062,Carpet  Area,3 BHK,1500.0,3.0,3.0,100.0
12063,Super built-up  Area,3 BHK,1336.0,2.0,3.0,50.35
12064,Built-up  Area,2 BHK,1065.0,2.0,1.0,46.0
12065,Super built-up  Area,2 BHK,1294.0,2.0,1.0,115.0
12066,Super built-up  Area,3 BHK,1550.0,3.0,2.0,68.5
12067,Super built-up  Area,2 BHK,1005.0,2.0,2.0,40.0
12068,Super built-up  Area,3 BHK,1430.0,2.0,1.0,102.0
12069,Super built-up  Area,4 BHK,4100.0,4.0,3.0,660.0
12070,Super built-up  Area,3 BHK,1660.0,3.0,2.0,125.0
12071,Super built-up  Area,3 BHK,1430.0,2.0,3.0,56.0
12072,Super built-up  Area,3 BHK,1470.0,2.0,1.0,75.0
12073,Super built-up  Area,2 BHK,1045.0,2.0,1.0,76.77
12074,Super built-up  Area,4 BHK,4225.0,6.0,0.0,359.0
12075,Built-up  Area,2 BHK,950.0,2.0,0.0,30.0
12076,Super built-up  Area,3 BHK,1382.0,3.0,1.0,65.0
12077,Super built-up  Area,2 BHK,930.0,2.0,2.0,46.0
12078,Super built-up  Area,2 BHK,1290.0,2.0,2.0,71.95
12079,Built-up  Area,3 BHK,1010.0,2.0,1.0,45.0
12080,Built-up  Area,4 BHK,3050.0,4.0,,130.0
12081,Super built-up  Area,2 BHK,1200.0,2.0,2.0,71.0
12082,Built-up  Area,3 BHK,1650.0,3.0,2.0,140.0
12083,Super built-up  Area,3 BHK,1636.0,3.0,2.0,88.0
12084,Super built-up  Area,3 BHK,2367.0,3.0,2.0,320.0
12085,Super built-up  Area,2 BHK,1153.0,2.0,2.0,56.55
12086,Super built-up  Area,3 BHK,2087.01,4.0,2.0,160.0
12087,Super built-up  Area,2 BHK,1200.0,2.0,1.0,47.0
12088,Super built-up  Area,3 BHK,1844.0,3.0,1.0,89.0
12089,Super built-up  Area,3 BHK,,3.0,1.0,110.0
12090,Super built-up  Area,2 BHK,1215.0,2.0,1.0,43.75
12091,Super built-up  Area,2 BHK,1194.0,2.0,1.0,57.0
12092,Built-up  Area,2 BHK,1220.0,2.0,2.0,52.0
12093,Built-up  Area,4 BHK,3150.0,4.0,2.0,150.0
12094,Super built-up  Area,2 BHK,955.0,2.0,1.0,37.97
12095,Built-up  Area,5 BHK,2000.0,5.0,,75.0
12096,Super built-up  Area,2 BHK,884.0,2.0,1.0,48.0
12097,Super built-up  Area,2 BHK,1250.0,2.0,1.0,68.75
12098,Super built-up  Area,2 BHK,7000.0,2.0,1.0,135.0
12099,Plot  Area,3 BHK,2400.0,4.0,2.0,300.0
12100,Super built-up  Area,4 BHK,2990.0,4.0,1.0,225.0
12101,Super built-up  Area,2 BHK,1195.0,2.0,1.0,52.0
12102,Super built-up  Area,1 BHK,2559.0,1.0,1.0,55.0
12103,Built-up  Area,2 BHK,1200.0,2.0,1.0,33.0
12104,Super built-up  Area,2 BHK,984.0,2.0,1.0,45.75
12105,Super built-up  Area,2 BHK,1089.0,2.0,1.0,40.0
12106,Super built-up  Area,2 BHK,1165.0,2.0,1.0,52.0
12107,Super built-up  Area,1 BHK,410.0,1.0,1.0,10.0
12108,Super built-up  Area,3 BHK,1482.0,3.0,1.0,110.0
12109,Built-up  Area,2 BHK,1200.0,2.0,1.0,68.0
12110,Super built-up  Area,3 BHK,1166.0,2.0,2.0,34.97
12111,Super built-up  Area,3 BHK,1275.0,2.0,2.0,55.46
12112,Super built-up  Area,2 BHK,1140.0,2.0,2.0,43.0
12113,Plot  Area,4 BHK,3734.0,5.0,1.0,430.0
12114,Super built-up  Area,1 BHK,720.0,1.0,2.0,28.0
12115,Plot  Area,3 BHK,1200.0,3.0,2.0,228.0
12116,Built-up  Area,2 BHK,1100.0,2.0,1.0,90.0
12117,Super built-up  Area,2 BHK,1162.0,2.0,2.0,98.77
12118,Built-up  Area,1 BHK,540.0,1.0,0.0,35.0
12119,Super built-up  Area,3 BHK,1550.0,2.0,2.0,73.5
12120,Plot  Area,3 BHK,1300.0,3.0,,145.0
12121,Plot  Area,5 BHK,1200.0,5.0,1.0,130.0
12122,Super built-up  Area,2 BHK,1220.0,2.0,2.0,60.0
12123,Super built-up  Area,2 BHK,964.0,2.0,1.0,62.0
12124,Built-up  Area,3 BHK,1500.0,3.0,2.0,50.0
12125,Super built-up  Area,3 BHK,1347.0,2.0,1.0,44.0
12126,Super built-up  Area,4 BHK,5000.0,5.0,,250.0
12127,Built-up  Area,4 BHK,3000.0,4.0,2.0,140.0
12128,Super built-up  Area,2 BHK,1120.0,2.0,1.0,42.5
12129,Super built-up  Area,1 BHK,600.0,1.0,1.0,22.8
12130,Super built-up  Area,3 BHK,2321.0,4.0,1.0,157.0
12131,Super built-up  Area,1 BHK,540.0,1.0,2.0,24.0
12132,Built-up  Area,2 BHK,1150.0,2.0,1.0,57.0
12133,Built-up  Area,3 BHK,1484.0,3.0,1.0,75.0
12134,Super built-up  Area,3 BHK,1680.0,2.0,,68.0
12135,Super built-up  Area,2 BHK,620.0,2.0,1.0,23.0
12136,Super built-up  Area,3 BHK,1650.0,3.0,2.0,78.0
12137,Super built-up  Area,3 BHK,1250.0,3.0,2.0,44.0
12138,Super built-up  Area,3 BHK,2072.0,3.0,2.0,108.0
12139,Super built-up  Area,2 BHK,1105.0,2.0,2.0,40.0
12140,Super built-up  Area,2 BHK,1200.0,2.0,2.0,60.5
12141,Built-up  Area,7 BHK,3100.0,7.0,3.0,145.0
12142,Plot  Area,4 BHK,4007.0,4.0,3.0,530.0
12143,Super built-up  Area,2 BHK,550.0,2.0,1.0,16.0
12144,Super built-up  Area,3 BHK,1340.0,2.0,2.0,53.6
12145,Super built-up  Area,3 BHK,2409.0,3.0,3.0,395.0
12146,Super built-up  Area,2 BHK,1246.0,2.0,1.0,65.0
12147,Built-up  Area,2 BHK,1055.0,2.0,3.0,75.0
12148,Super built-up  Area,3 BHK,1541.0,3.0,1.0,69.61
12149,Built-up  Area,2 BHK,1370.0,2.0,2.0,88.0
12150,Super built-up  Area,2 BHK,1224.0,2.0,2.0,75.0
12151,Plot  Area,4 BHK,650.0,2.0,1.0,58.0
12152,Super built-up  Area,3 BHK,1676.0,3.0,,92.13
12153,Built-up  Area,2 BHK,1154.0,2.0,1.0,57.0
12154,Super built-up  Area,3 BHK,1610.0,3.0,3.0,78.5
12155,Super built-up  Area,2 BHK,1057.0,2.0,1.0,42.0
12156,Super built-up  Area,2 BHK,1157.0,2.0,1.0,65.0
12157,Plot  Area,4 BHK,1200.0,4.0,1.0,85.0
12158,Plot  Area,7 BHK,1500.0,7.0,3.0,130.0
12159,Super built-up  Area,2 BHK,980.0,2.0,3.0,35.0
12160,Super built-up  Area,2 BHK,1140.0,2.0,1.0,40.0
12161,Super built-up  Area,2 BHK,1206.0,2.0,1.0,40.7
12162,Built-up  Area,1 BHK,575.0,1.0,1.0,16.75
12163,Super built-up  Area,3 BHK,1600.0,3.0,1.0,170.0
12164,Plot  Area,4 BHK,2400.0,4.0,1.0,500.0
12165,Super built-up  Area,3 BHK,1300.0,2.0,2.0,52.0
12166,Super built-up  Area,3 BHK,1270.0,2.0,1.0,35.56
12167,Super built-up  Area,2 BHK,1128.0,2.0,1.0,63.5
12168,Super built-up  Area,1 BHK,640.0,1.0,1.0,45.0
12169,Super built-up  Area,3 BHK,2400.0,3.0,2.0,185.0
12170,Super built-up  Area,1 BHK,589.0,1.0,1.0,29.0
12171,Super built-up  Area,2 BHK,1125.0,2.0,1.0,28.13
12172,Plot  Area,4 BHK,3150.0,4.0,2.0,500.0
12173,Super built-up  Area,2 BHK,1315.0,2.0,3.0,74.0
12174,Plot  Area,2 BHK,,2.0,2.0,150.0
12175,Super built-up  Area,3 BHK,1435.0,2.0,2.0,115.0
12176,Super built-up  Area,2 BHK,1314.0,2.0,3.0,80.0
12177,Super built-up  Area,2 BHK,1260.0,2.0,1.0,100.0
12178,Plot  Area,7 BHK,1875.0,5.0,1.0,192.0
12179,Super built-up  Area,2 BHK,1080.0,2.0,1.0,49.0
12180,Built-up  Area,8 BHK,4000.0,8.0,3.0,160.0
12181,Super built-up  Area,3 BHK,1082.0,2.0,1.0,45.0
12182,Super built-up  Area,3 BHK,1150.0,3.0,2.0,65.0
12183,Super built-up  Area,2 BHK,1052.0,2.0,1.0,34.72
12184,Super built-up  Area,2 BHK,1045.0,2.0,1.0,45.0
12185,Built-up  Area,3 BHK,1442.0,3.0,2.0,80.0
12186,Super built-up  Area,3 BHK,1500.0,2.0,2.0,75.0
12187,Super built-up  Area,2 BHK,1255.0,2.0,1.0,53.57
12188,Super built-up  Area,3 BHK,1432.0,3.0,2.0,79.0
12189,Built-up  Area,3 BHK,2100.0,3.0,2.0,150.0
12190,Built-up  Area,2 BHK,1450.0,2.0,2.0,80.0
12191,Super built-up  Area,2 BHK,1346.0,2.0,1.0,69.61
12192,Super built-up  Area,2 BHK,1200.0,2.0,2.0,29.0
12193,Super built-up  Area,3 BHK,925.0,2.0,1.0,49.82
12194,Super built-up  Area,2 BHK,1160.0,2.0,2.0,49.0
12195,Super built-up  Area,3 BHK,1768.0,3.0,3.0,81.31
12196,Super built-up  Area,2 BHK,1094.0,2.0,2.0,54.0
12197,Super built-up  Area,3 BHK,1500.0,3.0,3.0,90.0
12198,Built-up  Area,3 BHK,1745.0,3.0,2.0,130.0
12199,Built-up  Area,7 BHK,2875.0,7.0,,85.0
12200,Super built-up  Area,4 BHK,3500.0,3.0,3.0,425.0
12201,Super built-up  Area,3 BHK,1550.0,3.0,1.0,50.0
12202,Super built-up  Area,4 BHK,2340.0,5.0,1.0,160.0
12203,Super built-up  Area,3 BHK,1655.0,3.0,2.0,113.0
12204,Super built-up  Area,3 BHK,2024.0,3.0,2.0,103.0
12205,Built-up  Area,4 BHK,3100.0,5.0,0.0,425.0
12206,Super built-up  Area,3 BHK,1575.0,4.0,3.0,100.0
12207,Built-up  Area,4 BHK,6200.0,4.0,2.0,744.0
12208,Super built-up  Area,3 BHK,1265.0,2.0,3.0,55.0
12209,Super built-up  Area,3 BHK,1100.0,2.0,2.0,45.0
12210,Plot  Area,2 BHK,1160.0,2.0,1.0,65.0
12211,Super built-up  Area,2 BHK,1246.0,2.0,1.0,67.4
12212,Super built-up  Area,1 BHK,615.0,1.0,1.0,43.08
12213,Super built-up  Area,2 BHK,1128.0,2.0,1.0,60.0
12214,Super built-up  Area,2 BHK,1260.0,2.0,1.0,55.0
12215,Super built-up  Area,3 BHK,1830.0,3.0,3.0,89.89
12216,Super built-up  Area,3 BHK,1525.0,2.0,2.0,68.0
12217,Super built-up  Area,1 BHK,602.0,2.0,1.0,30.0
12218,Built-up  Area,7 BHK,3000.0,4.0,2.0,400.0
12219,Super built-up  Area,3 BHK,1835.0,3.0,3.0,89.0
12220,Built-up  Area,3 BHK,1250.0,3.0,3.0,62.6
12221,Plot  Area,4 BHK,1200.0,4.0,1.0,110.0
12222,Super built-up  Area,3 BHK,1855.0,3.0,3.0,96.0
12223,Super built-up  Area,3 BHK,2089.0,3.0,2.0,148.0
12224,Plot  Area,4 BHK,4800.0,3.0,2.0,200.0
12225,Built-up  Area,2 BHK,1200.0,2.0,2.0,44.73
12226,Super built-up  Area,2 BHK,1095.0,2.0,1.0,45.0
12227,Plot  Area,3 BHK,2900.0,3.0,2.0,297.0
12228,Super built-up  Area,3 BHK,2500.0,3.0,2.0,345.0
12229,Built-up  Area,3 BHK,1170.0,3.0,2.0,80.0
12230,Super built-up  Area,2 BHK,1280.0,2.0,1.0,88.0
12231,Super built-up  Area,2 BHK,1224.0,2.0,0.0,105.0
12232,Built-up  Area,3 BHK,1694.0,3.0,1.0,125.0
12233,Super built-up  Area,2 BHK,825.0,2.0,1.0,30.0
12234,Super built-up  Area,3 BHK,1612.0,3.0,1.0,98.38
12235,Super built-up  Area,2 BHK,985.0,2.0,1.0,25.12
12236,Super built-up  Area,2 BHK,1175.0,2.0,2.0,75.0
12237,Plot  Area,1 BHK,600.0,1.0,0.0,24.0
12238,Built-up  Area,3 BHK,1740.0,3.0,3.0,85.0
12239,Super built-up  Area,3 BHK,1770.0,3.0,2.0,99.0
12240,Plot  Area,8 BHK,1000.0,7.0,3.0,260.0
12241,Super built-up  Area,2 BHK,1090.0,2.0,1.0,46.0
12242,Plot  Area,6 BHK,2295.0,3.0,0.0,650.0
12243,Built-up  Area,5 BHK,4144.0,5.0,1.0,331.0
12244,Super built-up  Area,3 BHK,1800.0,3.0,1.0,130.0
12245,Super built-up  Area,3 BHK,1221.0,3.0,3.0,65.0
12246,Super built-up  Area,2 BHK,1046.0,2.0,1.0,48.0
12247,Super built-up  Area,3 BHK,1290.0,2.0,3.0,56.12
12248,Built-up  Area,2 BHK,1065.0,2.0,1.0,30.76
12249,Super built-up  Area,3 BHK,1850.0,4.0,2.0,121.0
